Timestamp,PWM,Signal_995,Distance_mm
1.8,255,0,559.021734408914
1.81,255,0,562.30061461628
1.82,255,0,565.579494827945
1.83,255,0,568.858375043502
1.84,255,0,572.137255262579
1.85,255,0,575.416135484842
1.86,255,0,578.695015709987
1.87,255,0,581.97389593774
1.88,255,0,585.252776167853
1.89,255,0,588.531656400101
1.9,255,0,591.810536634282
1.91,255,0,595.08941687021
1.92,255,0,598.368297107721
1.93,255,0,601.647177346663
1.94,255,0,604.9260575869
1.95,255,0,608.204937828309
1.96,255,0,611.483818070778
1.97,255,0,614.762698314207
1.98,255,0,618.041578558504
1.99,255,0,621.320458803587
2,255,0,624.59933904938
2.01,255,0,627.878219295816
2.02,255,0,631.157099542835
2.03,255,0,634.43597979038
2.04,255,0,637.714860038401
2.05,255,0,640.993740286853
2.06,255,0,644.272620535696
2.07,255,0,647.551500784892
2.08,255,0,650.830381034407
2.09,255,0,654.109261284211
2.1,255,0,657.388141534276
2.11,255,0,660.667021784578
2.12,255,0,663.945902035094
2.13,255,0,667.224782285804
2.14,255,0,670.503662536689
2.15,255,0,673.782542787733
2.16,255,0,677.06142303892
2.17,255,0,680.340303290237
2.18,255,0,683.619183541671
2.19,255,0,686.898063793212
2.2,255,0,690.176944044849
2.21,255,0,693.455824296573
2.22,255,0,696.734704548376
2.23,255,0,700.01358480025
2.24,255,0,703.292465052189
2.25,255,0,706.571345304186
2.26,255,0,709.850225556235
2.27,255,0,713.129105808333
2.28,255,0,716.407986060473
2.29,255,0,719.686866312653
2.3,255,0,722.965746564868
2.31,255,0,726.244626817116
2.32,255,0,729.523507069392
2.33,255,0,732.802387321694
2.34,255,0,736.08126757402
2.35,255,0,739.360147826368
2.36,255,0,742.639028078735
2.37,255,0,745.917908331119
2.38,255,0,749.19678858352
2.39,255,0,752.475668835935
2.4,255,0,755.754549088363
2.41,255,0,759.033429340802
2.42,255,0,762.312309593253
2.43,255,0,765.591189845713
2.44,255,0,768.870070098181
2.45,255,0,772.148950350658
2.46,255,0,775.427830603142
2.47,255,0,778.706710855632
2.48,255,0,781.985591108128
2.49,255,0,785.264471360629
2.5,255,0,788.543351613135
2.51,255,0,791.822231865646
2.52,255,0,795.10111211816
2.53,255,0,798.379992370678
2.54,255,0,801.658872623199
2.55,255,0,804.937752875723
2.56,255,0,808.21663312825
2.57,255,0,811.495513380779
2.58,255,0,814.77439363331
2.59,255,0,818.053273885843
2.6,255,0,821.332154138378
2.61,255,0,824.611034390915
2.62,255,0,827.889914643453
2.63,255,0,831.168794895992
2.64,255,0,834.447675148532
2.65,255,0,837.726555401074
2.66,255,0,841.005435653616
2.67,255,0,844.28431590616
2.68,255,0,847.563196158704
2.69,255,0,850.842076411249
2.7,255,0,854.120956663794
2.71,255,0,857.39983691634
2.72,255,0,860.678717168887
2.73,255,0,863.957597421434
2.74,255,0,867.236477673981
2.75,255,0,870.515357926529
2.76,255,0,873.794238179078
2.77,255,0,877.073118431626
2.78,255,0,880.351998684175
2.79,255,0,883.630878936724
2.8,255,0,886.909759189274
2.81,255,0,890.188639441823
2.82,255,0,893.467519694373
2.83,255,0,896.746399946923
2.84,255,0,900.025280199473
2.85,255,0,903.304160452023
2.86,255,0,906.583040704574
2.87,255,0,909.861920957124
2.88,255,0,913.140801209675
2.89,255,0,916.419681462226
2.9,255,0,919.698561714776
2.91,255,0,922.977441967327
2.92,255,0,926.256322219878
2.93,255,0,929.535202472429
2.94,173.85099682495,0,932.81408272498
2.95,105.163520985885,0,935.993666370727
2.96,54.0766069125023,0,938.999354453608
2.97,19.2788837793618,0,941.785183670781
2.98,0,0,944.329496695514
2.99,0,0,946.631686532031
3,0,0,948.71479422823
3.01,0,0,950.59966818829
3.02,0,0,952.305172830126
3.03,0,0,953.848377386483
3.04,4.34324435837279,0,955.244726739245
3.05,15.9126531721598,0,956.51351053431
3.06,25.654035218478,0,957.681024940703
3.07,33.7012429564407,0,958.768826884194
3.08,40.1832128926001,0,959.794348831832
3.09,45.2417737056766,0,960.77144905673
3.1,49.0335256845661,0,961.710925313557
3.11,51.7245206353242,0,962.620997706426
3.12,53.4826582135582,0,963.507757171051
3.13,54.4703763975962,0,964.37557353931
3.14,54.8388142088514,0,965.227458088283
3.15,54.7238183299875,0,966.065377762424
3.16,54.2437291587384,0,966.890520781371
3.17,53.4986724791102,0,967.70351555057
3.18,52.5710081449788,0,968.504606451818
3.19,51.5265882400234,0,969.293791166159
3.2,50.4165172377906,0,970.070924729332
3.21,49.2791631309023,0,970.835795639381
3.22,48.1422279943291,0,971.588179136896
3.23,47.02474163387,0,972.3278723638
3.24,45.9388892749464,0,973.054715564664
3.25,44.8916224326665,0,973.768602895196
3.26,43.8860313132704,0,974.469485798028
3.27,42.9224782198097,0,975.157371332425
3.28,41.9995057062328,0,975.832317324997
3.29,41.1145419712831,0,976.494425755169
3.3,40.264430476753,0,977.14383540655
3.31,39.4458121451884,0,977.780714502107
3.32,38.6553876969069,0,978.405253792368
3.33,37.8900854997098,0,979.017660374531
3.34,37.1471573287496,0,979.618152378326
3.35,36.4242211168082,0,980.206954553312
3.36,35.7192664344967,0,980.78429472414
3.37,35.0306352870301,0,981.350401037893
3.38,34.3569879772561,0,981.905499904625
3.39,33.6972613284914,0,982.449814523364
3.4,33.0506245048418,0,982.983563886741
3.41,32.4164359992992,0,983.506962164644
3.42,31.7942040494313,0,984.020218378194
3.43,31.1835517443007,0,984.523536287976
3.44,30.5841873571066,0,985.017114433446
3.45,29.9958799285359,0,985.501146272818
3.46,29.4184397913943,0,985.975820384001
3.47,28.8517035277905,0,986.441320696934
3.48,28.2955227515002,0,986.897826735939
3.49,27.749756081363,0,987.345513857398
3.5,27.2142636934172,0,987.784553473386
3.51,26.688903891747,0,988.215113255929
3.52,26.1735312069159,0,988.637357319531
3.53,25.6679956063505,0,989.051446381716
3.54,25.1721424761598,0,989.45753790271
3.55,24.6858131040844,0,989.85578620622
3.56,24.2088454559199,0,990.246342583711
3.57,23.7410750915838,0,990.629355384687
3.58,23.2823361117082,0,991.004970095444
3.59,22.8324620616285,0,991.373329408541
3.6,22.3912867476951,0,991.734573284976
3.61,21.9586449419614,0,992.08883901077
3.62,21.5343729665936,0,992.436261249347
3.63,21.1183091598766,0,992.776972090825
3.64,20.7102942324548,0,993.111101099082
3.65,20.3101715263276,0,993.438775357248
3.66,19.9177871908802,0,993.760119512091
3.67,19.5329902904928,0,994.075255817603
3.68,19.1556328575398,0,994.384304178021
3.69,18.7855699032547,0,994.687382190372
3.7,18.4226593972889,0,994.984605186621
3.71,18.0667622250404,0,995.27608627543
3.72,17.7177421301248,0,995.561936383501
3.73,17.3754656477817,0,995.842264296497
3.74,17.0398020336247,0,996.117176699472
3.75,16.7106231909576,0,996.386778216787
3.76,16.3878035989065,0,996.65117145147
3.77,16.0712202428418,0,996.910457023975
3.78,15.7607525479628,0,997.16473361033
3.79,15.4562823164687,0,997.414097979629
3.8,15.1576936684238,0,997.658645030873
3.81,14.8648729862053,0,997.898467829137
3.82,14.5777088622871,0,998.133657641063
3.83,14.2960920500389,0,998.364303969686
3.84,14.0199154171917,0,998.59049458858
3.85,13.749073901619,0,998.812315575351
3.86,13.4834644691097,0,999.029851344472
3.87,13.2229860728359,0,999.243184679473
3.88,12.9675396142649,0,999.4523967645
3.89,12.7170279053001,0,999.657567215262
3.9,12.4713556314769,0,999.858774109357
3.91,12.2304293160753,0,1000.05609401602
3.92,11.99415728504,0,1000.24960202528
3.93,11.7624496326278,0,1000.43937177654
3.94,11.5352181877211,0,1000.62547548662
3.95,11.3123764807649,0,1000.80798397726
3.96,11.0938397112956,0,1000.98696670202
3.97,10.879524716044,0,1001.16249177278
3.98,10.6693499375956,0,1001.33462598561
3.99,10.4632353936023,0,1001.50343484622
4,10.2611026465372,0,1001.66898259486
4.01,10.0628747739898,0,1001.83133223076
4.02,9.86847633949757,0,1001.99054553616
4.03,9.67783336390928,0,1002.14668309974
4.04,9.49087329727803,0,1002.29980433972
4.05,9.30752499127792,0,1002.44996752647
4.06,9.12771867213972,0,1002.59722980468
4.07,8.95138591409946,0,1002.74164721509
4.08,8.77845961335333,0,1002.88327471582
4.09,8.60887396251161,0,1003.02216620333
4.1,8.44256442554399,0,1003.15837453284
4.11,8.27946771320793,0,1003.29195153852
4.12,8.11952175895203,0,1003.42294805319
4.13,7.96266569528568,0,1003.55141392767
4.14,7.8088398306062,0,1003.67739804972
4.15,7.65798562647504,0,1003.80094836269
4.16,7.51004567533428,0,1003.92211188375
4.17,7.36496367865487,0,1004.04093472174
4.18,7.22268442550805,0,1004.1574620948
4.19,7.08315377155181,0,1004.2717383475
4.2,6.94631861842407,0,1004.38380696775
4.21,6.81212689353467,0,1004.49371060335
4.22,6.6805275302482,0,1004.60149107822
4.23,6.55147044845013,0,1004.7071894083
4.24,6.42490653548864,0,1004.81084581717
4.25,6.30078762748478,0,1004.91249975138
4.26,6.17906649100398,100,1005.01218989541
4.27,6.0596968050815,100,1005.10995418643
4.28,5.94263314359532,100,1005.20582982873
4.29,5.82783095797947,100,1005.29985330787
4.3,5.71524656027141,100,1005.39206040457
4.31,5.60483710648681,100,1005.48248620833
4.32,5.49656058031547,100,1005.57116513078
4.33,5.39037577713221,100,1005.65813091877
4.34,5.28624228831654,100,1005.74341666721
4.35,5.18412048587538,100,1005.82705483169
4.36,5.08397150736261,100,1005.90907724079
4.37,4.98575724109013,100,1005.98951510824
4.38,4.88944031162443,100,1006.06839904474
4.39,4.79498406556346,100,1006.14575906966
4.4,4.70235255758813,100,1006.22162462247
4.41,4.61151053678342,100,1006.29602457386
4.42,4.52242343322356,100,1006.36898723685
4.43,4.43505734481649,100,1006.44054037745
4.44,4.34937902440241,100,1006.5107112253
4.45,4.26535586710157,100,1006.57952648401
4.46,4.18295589790646,100,1006.64701234131
4.47,4.10214775951375,100,1006.71319447904
4.48,4.02290070039127,100,1006.77809808288
4.49,3.94518456307547,100,1006.84174785201
4.5,3.86896977269498,100,1006.90416800842
4.51,3.79422732571596,100,1006.96538230619
4.52,3.72092877890475,100,1007.02541404052
4.53,3.64904623850384,100,1007.08428605658
4.54,3.57855234961686,100,1007.14202075818
4.55,3.50942028579872,100,1007.19864011638
4.56,3.44162373884675,100,1007.25416567774
4.57,3.37513690878913,100,1007.30861857261
4.58,3.30993449406675,100,1007.36201952314
4.59,3.24599168190466,100,1007.41438885113
4.6,3.18328413886956,100,1007.46574648584
4.61,3.12178800160977,100,1007.51611197149
4.62,3.06147986777401,100,1007.56550447476
4.63,3.00233678710558,100,1007.61394279206
4.64,2.94433625270874,100,1007.66144535668
4.65,2.88745619248367,100,1007.7080302458
4.66,2.8316749607269,100,1007.7537151874
4.67,2.77697132989411,100,1007.79851756698
4.68,2.72332448252189,100,1007.84245443416
4.69,2.67071400330574,100,1007.88554250922
4.7,2.61911987133096,100,1007.9277981894
4.71,2.56852245245377,100,1007.9692375552
4.72,2.51890249182947,100,1008.00987637646
4.73,2.47024110658508,100,1008.04973011837
4.74,2.42251977863338,100,1008.08881394737
4.75,2.37572034762594,100,1008.12714273688
4.76,2.32982500404213,100,1008.16473107304
4.77,2.2848162824117,100,1008.20159326016
4.78,2.24067705466838,100,1008.23774332624
4.79,2.19739052363171,100,1008.27319502829
4.8,2.15494021661492,100,1008.30796185753
4.81,2.11330997915629,100,1008.34205704457
4.82,2.07248396887148,100,1008.37549356443
4.83,2.03244664942473,100,1008.40828414146
4.84,1.99318278461656,100,1008.44044125422
4.85,1.95467743258561,100,1008.47197714017
4.86,1.91691594012249,100,1008.50290380039
4.87,1.87988393709352,100,1008.53323300412
4.88,1.84356733097217,100,1008.56297629322
4.89,1.80795230147619,100,1008.59214498658
4.9,1.77302529530823,100,1008.62075018446
4.91,1.73877302099823,100,1008.64880277264
4.92,1.70518244384527,100,1008.67631342663
4.93,1.67224078095727,100,1008.7032926157
4.94,1.63993549638643,100,1008.72975060688
4.95,1.60825429635861,100,1008.75569746883
4.96,1.57718512459505,100,1008.78114307573
4.97,1.54671615772432,100,1008.806097111
4.98,1.51683580078293,100,1008.83056907098
4.99,1.48753268280283,100,1008.85456826857
5,1.45879565248425,100,1008.87810383676
5.01,1.43061377395206,100,1008.9011847321
5.02,1.40297632259405,100,1008.92381973811
5.03,1.37587278097979,100,1008.94601746863
5.04,1.34929283485815,100,1008.96778637111
5.05,1.32322636923222,100,1008.98913472979
5.06,1.2976634645101,100,1009.01007066888
5.07,1.27259439272993,100,1009.03060215564
5.08,1.24800961385797,100,1009.05073700342
5.09,1.22389977215807,100,1009.07048287463
5.1,1.20025569263145,100,1009.08984728365
5.11,1.17706837752503,100,1009.1088375997
5.12,1.15432900290746,100,1009.12746104963
5.13,1.13202891531111,100,1009.14572472069
5.14,1.11015962843899,100,1009.16363556321
5.15,1.08871281993528,100,1009.18120039326
5.16,1.0676803282183,100,1009.19842589521
5.17,1.0470541493746,100,1009.21531862433
5.18,1.02682643411307,100,1009.23188500924
5.19,1.00698948477785,100,1009.24813135436
5.2,0.987535752419088,100,1009.26406384234
5.21,0.968457833920063,100,1009.27968853637
5.22,0.949748469180042,100,1009.29501138252
5.23,0.931400538351415,100,1009.31003821199
5.24,0.913407059130184,100,1009.32477474334
5.25,0.895761184098893,100,1009.33922658464
5.26,0.878456198120871,100,1009.35339923563
5.27,0.861485515784738,100,1009.36729808981
5.28,0.844842678898359,100,1009.38092843647
5.29,0.828521354031147,100,1009.39429546274
5.3,0.812515330103891,100,1009.40740425553
5.31,0.796818516025161,100,1009.42025980349
5.32,0.781424938373271,100,1009.43286699888
5.33,0.766328739123177,100,1009.44523063946
5.34,0.751524173417152,100,1009.45735543031
5.35,0.737005607378599,100,1009.46924598561
5.36,0.722767515968074,100,1009.4809068304
5.37,0.70880448088074,100,1009.49234240231
5.38,0.695111188484435,100,1009.50355705323
5.39,0.681682427797554,100,1009.514555051
5.4,0.668513088505983,100,1009.525340581
5.41,0.655598159018423,100,1009.53591774774
5.42,0.642932724559233,100,1009.54629057646
5.43,0.6305119652981,100,1009.55646301464
5.44,0.618331154515809,100,1009.56643893348
5.45,0.606385656805535,100,1009.57622212942
5.46,0.59467092630884,100,1009.58581632554
5.47,0.583182504985738,100,1009.595225173
5.48,0.571916020918175,100,1009.60445225244
5.49,0.560867186646299,100,1009.61350107531
5.5,0.550031797536895,100,1009.62237508523
5.51,0.539405730183286,100,1009.63107765929
5.52,0.528984940836159,100,1009.63961210936
5.53,0.518765463864733,100,1009.64798168331
5.54,0.508743410247636,100,1009.65618956628
5.55,0.498914966092935,100,1009.66423888186
5.56,0.489276391186813,100,1009.67213269332
5.57,0.479824017570153,100,1009.67987400474
5.58,0.470554248142735,100,1009.68746576216
5.59,0.461463555294333,100,1009.69491085472
5.6,0.452548479562313,100,1009.70221211575
5.61,0.44380562831512,100,1009.70937232382
5.62,0.435231674461234,100,1009.71639420385
5.63,0.426823355182993,100,1009.72328042811
5.64,0.418577470694998,100,1009.73003361724
5.65,0.410490883026402,100,1009.73665634126
5.66,0.402560514826748,100,1009.74315112055
5.67,0.394783348194878,100,1009.74952042677
5.68,0.387156423530483,100,1009.75576668386
5.69,0.379676838407799,100,1009.76189226893
5.7,0.372341746471132,100,1009.76789951315
5.71,0.365148356351669,100,1009.77379070269
5.72,0.358093930605222,100,1009.77956807952
5.73,0.351175784670477,100,1009.78523384232
5.74,0.344391285847401,100,1009.79079014728
5.75,0.337737852295374,100,1009.79623910895
5.76,0.331212952050677,100,1009.80158280102
5.77,0.324814102062892,100,1009.80682325712
5.78,0.318538867250028,100,1009.81196247162
5.79,0.312384859571823,100,1009.81700240031
5.8,0.306349737121012,100,1009.82194496125
5.81,0.300431203232091,100,1009.82679203541
5.82,0.294627005607304,100,1009.83154546745
5.83,0.288934935459564,100,1009.83620706636
5.84,0.283352826671879,100,1009.84077860622
5.85,0.277878554973089,100,1009.84526182682
5.86,0.272510037129428,100,1009.84965843434
5.87,0.267245230151739,100,1009.853970102
5.88,0.262082130517996,100,1009.8581984707
5.89,0.257018773410933,100,1009.86234514963
5.9,0.252053231970302,100,1009.8664117169
5.91,0.247183616559593,100,1009.87039972015
5.92,0.242408074046911,100,1009.8743106771
5.93,0.237724787099827,100,1009.87814607615
