Timestamp,PWM,Signal_995,Distance_mm
0.0001,202,0,-78.849
0.0103,202,0,-78.849
0.0203,202,0,-78.849
0.0304,202,0,-78.849
0.0409,202,0,-78.849
0.0502,202,0,-78.849
0.0611,202,0,-78.849
0.0707,202,0,-78.849
0.0803,202,0,-78.849
0.0902,202,0,-78.849
0.1001,202,0,-78.849
0.1102,202,0,-78.849
0.1202,202,0,-78.849
0.1304,202,0,-78.849
0.1405,202,0,-78.849
0.151,202,0,-78.849
0.1605,202,0,-78.849
0.1707,202,0,-78.849
0.1807,202,0,-78.849
0.191,202,0,-78.849
0.2007,202,0,-78.849
0.2107,202,0,-78.849
0.2208,202,0,-78.849
0.2308,202,0,-78.849
0.2407,202,0,-78.849
0.2502,202,0,-78.849
0.2601,202,0,-78.849
0.27,202,0,-78.849
0.2807,202,0,-78.849
0.291,202,0,-78.849
0.3006,202,0,-78.849
0.3105,202,0,-78.849
0.3205,202,0,-78.849
0.3305,202,0,-78.849
0.3406,202,0,-78.849
0.3507,202,0,-78.849
0.3606,202,0,-78.849
0.3707,202,0,-78.849
0.3806,202,0,-78.849
0.3903,202,0,-78.849
0.4004,202,0,-78.849
0.4107,202,0,-78.849
0.4207,202,0,-78.849
0.4304,202,0,-78.849
0.4407,202,0,-78.849
0.4508,202,0,-78.849
0.4603,202,0,-78.849
0.4708,202,0,-78.849
0.4801,202,0,-78.849
0.4901,202,0,-78.849
0.5001,202,0,-78.849
0.5106,202,0,-78.849
0.5206,202,0,-78.849
0.5305,202,0,-78.849
0.5402,202,0,-78.849
0.5502,202,0,-78.849
0.56,202,0,-79.109
0.5704,202,0,-79.109
0.5804,202,0,-79.109
0.5907,202,0,-79.109
0.6002,202,0,-79.109
0.6106,202,0,-79.109
0.6203,202,0,-77.028
0.6306,202,0,-71.823
0.6405,202,0,-66.619
0.6503,202,0,-62.195
0.6601,202,0,-57.25
0.6705,202,0,-52.306
0.6804,202,0,-47.622
0.6913,202,0,-42.677
0.7006,202,0,-37.733
0.7106,202,0,-33.049
0.7206,202,0,-28.105
0.7307,202,0,-23.421
0.7409,202,0,-18.736
0.7508,202,0,-13.792
0.7607,202,0,-8.848
0.7704,202,0,-4.164
0.7807,202,0,0.781
0.7902,202,0,5.465
0.8006,202,0,10.409
0.8106,202,0,15.093
0.8205,202,0,20.038
0.8304,202,0,24.722
0.84,202,0,29.666
0.8508,202,0,34.35
0.8606,202,0,39.034
0.8707,202,0,43.718
0.8805,202,0,48.663
0.8908,202,0,53.347
0.9006,202,0,58.031
0.9111,202,0,62.715
0.9208,202,0,67.399
0.9311,202,0,72.083
0.9405,202,0,76.767
0.9508,202,0,81.452
0.9602,202,0,86.396
0.9707,202,0,91.08
0.9808,202,0,95.764
0.9907,202,0,100.448
1.0001,202,0,105.132
1.0103,202,0,110.077
1.0201,202,0,114.761
1.0302,202,0,119.445
1.0401,202,0,124.129
1.0501,202,0,128.813
1.0601,202,0,133.758
1.0701,202,0,138.442
1.08,202,0,143.126
1.0903,202,0,147.81
1.1002,202,0,152.754
1.1101,202,0,157.438
1.1201,202,0,162.122
1.1304,202,0,167.067
1.1408,202,0,171.751
1.1511,202,0,176.435
1.1607,202,0,181.379
1.1706,202,0,186.063
1.1807,202,0,190.748
1.1907,202,0,195.692
1.2009,202,0,200.116
1.2105,202,0,205.06
1.2205,202,0,209.744
1.2308,202,0,214.428
1.2406,202,0,219.112
1.2504,202,0,223.797
1.2607,202,0,228.481
1.2704,202,0,233.165
1.2806,202,0,237.849
1.2909,202,0,242.793
1.3007,202,0,247.477
1.3104,202,0,252.162
1.3207,202,0,256.846
1.3303,202,0,261.53
1.3403,202,0,266.474
1.3507,202,0,271.158
1.3609,202,0,275.842
1.3707,202,0,280.526
1.3807,202,0,285.471
1.3908,202,0,290.155
1.4006,202,0,294.839
1.4102,202,0,299.523
1.4207,202,0,304.467
1.4306,202,0,309.152
1.4407,202,0,314.096
1.4507,202,0,318.78
1.4611,202,0,323.464
1.4707,202,0,328.409
1.4807,202,0,333.093
1.4907,202,0,337.777
1.5007,202,0,342.721
1.5102,202,0,347.405
1.5202,202,0,352.35
1.5306,202,0,357.034
1.5402,202,0,361.718
1.5503,202,0,366.402
1.5609,202,0,371.346
1.5704,202,0,376.03
1.5804,202,0,380.714
1.59,202,0,385.399
1.6002,202,0,390.083
1.6107,202,0,394.767
1.6202,202,0,399.711
1.6307,202,0,404.395
1.6403,202,0,409.079
1.651,202,0,413.763
1.6608,202,0,418.708
1.6702,202,0,423.392
1.68,202,0,428.076
1.6907,202,0,433.02
1.7003,202,0,437.444
1.7108,202,0,442.389
1.7205,202,0,447.333
1.7307,202,0,452.017
1.7408,202,0,456.701
1.7501,202,0,461.646
1.7607,202,0,466.069
1.7711,202,0,471.014
1.7806,202,0,475.958
1.7909,202,0,480.642
1.8004,202,0,485.587
1.8106,202,0,490.271
1.8205,202,0,494.955
1.8304,202,0,499.899
1.84,202,0,504.843
1.8505,202,0,509.528
1.8607,202,0,514.212
1.8708,202,0,519.156
1.8807,202,0,523.58
1.8904,202,0,528.524
1.9006,202,0,533.469
1.9109,202,0,538.153
1.9207,202,0,542.837
1.9306,202,0,547.521
1.9406,202,0,552.465
1.9507,202,0,557.149
1.9603,202,0,562.094
1.9706,202,0,566.778
1.9805,202,0,571.722
1.9906,202,0,576.406
2.0006,202,0,581.351
2.01,202,0,586.035
2.0201,202,0,590.719
2.0307,202,0,595.663
2.0406,202,0,600.347
2.0503,202,0,605.031
2.0607,202,0,609.976
2.0705,202,0,614.66
2.0806,202,0,619.344
2.0903,202,0,624.288
2.1002,202,0,628.973
2.1102,202,0,633.657
2.1205,202,0,638.601
2.1304,202,0,643.545
2.1402,202,0,648.229
2.1505,202,0,653.174
2.1603,202,0,657.858
2.1704,202,0,662.802
2.1806,202,0,667.486
2.1911,202,0,672.17
2.2005,202,0,677.115
2.2108,202,0,682.059
2.2206,202,0,686.483
2.2307,202,0,691.427
2.2408,202,0,696.372
2.2506,202,0,701.056
2.2607,202,0,705.74
2.2706,202,0,710.684
2.2808,202,0,715.368
2.2909,202,0,720.313
2.3007,202,0,724.997
2.3108,202,0,729.941
2.3205,202,0,734.886
