Timestamp,PWM,Signal_995,Distance_mm
0.0003,19,0,0
0.0065,19,0,0
0.0169,19,0,0
0.0269,19,0,0
0.0371,19,0,0
0.0467,19,0,0
0.0574,19,0,0
0.0668,19,0,0
0.0768,19,0,0
0.0866,19,0,0
0.0969,19,0,0
0.1067,19,0,0
0.1172,20,0,0
0.1267,20,0,0
0.1366,20,0,0
0.1474,20,0,0
0.1571,20,0,0
0.1672,20,0,0
0.1768,20,0,0
0.1872,20,0,0
0.1972,20,0,0
0.207,20,0,0
0.2171,20,0,0
0.2272,20,0,0
0.2371,20,0,0
0.2465,20,0,0
0.2572,20,0,0
0.267,20,0,0
0.2765,20,0,0
0.287,20,0,0
0.2976,20,0,0
0.3065,20,0,0
0.3165,20,0,0
0.3274,20,0,0
0.337,20,0,0
0.3469,20,0,0
0.3566,20,0,0
0.3669,20,0,0
0.3765,20,0,0
0.3875,20,0,0
0.3972,20,0,0
0.4071,20,0,0
0.417,20,0,0
0.4272,20,0,0
0.4371,20,0,0
0.4472,20,0,0
0.4572,20,0,0
0.467,0,0,0.26
0.4771,0,0,0.52
0.4872,19,0,0.52
0.4972,0,0,0.781
0.5071,0,0,1.041
0.5168,18,0,1.041
0.5269,18,0,1.041
0.5374,0,0,1.561
0.5467,0,0,1.822
0.5571,17,0,1.822
0.5668,17,0,1.822
0.5767,0,0,2.082
0.5871,0,0,2.602
0.5975,15,0,2.602
0.6069,76,0,2.342
0.6171,0,0,3.123
0.627,0,0,4.424
0.6369,72,0,4.164
0.6468,0,0,4.424
0.6574,0,0,5.725
0.6672,0,0,5.985
0.6766,69,0,5.725
0.6872,0,0,6.506
0.697,0,0,8.067
0.7071,65,0,7.807
0.7167,0,0,8.067
0.7272,0,0,9.368
0.7372,0,0,9.628
0.7472,62,0,9.368
0.7571,0,0,10.149
0.7669,0,100,11.45
0.7772,0,100,11.45
0.7871,0,100,11.19
0.797,0,100,11.19
0.8067,0,100,11.19
0.8171,0,100,11.19
0.8272,0,100,11.19
0.8371,0,100,11.19
0.8466,0,100,11.19
0.857,0,100,11.19
0.8665,0,100,11.19
0.8768,0,100,11.19
0.8865,0,100,11.19
0.8966,0,100,11.19
0.9066,0,100,11.19
0.917,0,100,11.19
0.9271,0,100,11.19
0.9367,0,100,11.19
0.9472,0,100,11.19
0.9572,0,100,11.19
0.9668,0,100,11.19
0.9771,0,100,11.19
0.9866,0,100,11.19
0.9971,0,100,11.19
1.0071,0,100,11.19
1.0169,0,100,11.19
1.0271,0,100,11.19
1.0369,0,100,11.19
