Timestamp,PWM,Signal_995,Distance_mm
0.0001,202,0,0.781
0.0098,202,0,0.781
0.0198,202,0,0.781
0.0298,202,0,0.781
0.0399,202,0,0.781
0.0509,202,0,0.781
0.0598,202,0,0.781
0.0704,202,0,0.781
0.0804,202,0,0.781
0.0898,202,0,0.781
0.1,202,0,0.781
0.1102,202,0,0.781
0.1201,202,0,0.781
0.1305,202,0,0.781
0.1409,202,0,0.781
0.1504,202,0,0.781
0.1601,202,0,0.781
0.1704,202,0,0.781
0.1801,202,0,0.781
0.1904,202,0,0.781
0.2002,202,0,0.781
0.2099,202,0,0.781
0.22,202,0,0.781
0.2303,202,0,0.781
0.2401,202,0,0.781
0.2504,202,0,0.781
0.2603,202,0,0.781
0.2703,202,0,0.781
0.2804,202,0,0.781
0.2904,202,0,0.781
0.2999,202,0,0.781
0.3102,202,0,0.781
0.3204,202,0,0.781
0.3301,202,0,0.781
0.3398,202,0,0.781
0.3506,202,0,0.781
0.3602,202,0,0.781
0.3703,202,0,0.781
0.3804,202,0,0.781
0.3904,202,0,0.781
0.3998,202,0,0.781
0.4104,202,0,0.781
0.4198,202,0,0.781
0.4298,202,0,0.781
0.4399,202,0,0.781
0.4502,202,0,0.781
0.4602,202,0,0.781
0.4698,202,0,0.781
0.4804,202,0,0.781
0.4903,202,0,0.781
0.5001,202,0,0.781
0.5098,202,0,0.781
0.5202,202,0,0.781
0.5304,202,0,0.781
0.5399,202,0,0.781
0.55,202,0,0.781
0.5607,202,0,0.781
0.5707,202,0,0.781
0.5799,202,0,0.781
0.5898,202,0,0.781
0.6004,202,0,0.781
0.6098,202,0,0.781
0.6197,202,0,1.041
0.6304,202,0,5.465
0.6404,152,0,10.669
0.65,202,0,15.093
0.6601,202,0,18.736
0.6704,202,0,23.681
0.6807,202,0,28.365
0.6903,202,0,33.309
0.7002,202,0,37.733
0.7105,202,0,42.417
0.7199,202,0,47.362
0.7298,202,0,52.306
0.7408,202,0,56.99
0.7504,202,0,61.674
0.7603,202,0,66.619
0.7699,202,0,71.303
0.7804,202,0,75.987
0.7903,202,0,80.931
0.8004,202,0,85.615
0.8104,202,0,90.299
0.8207,202,0,95.244
0.8303,202,0,99.668
0.8404,202,0,104.612
0.85,202,0,109.556
0.8604,202,0,114.24
0.8703,202,0,118.664
0.8804,202,0,123.609
0.8906,202,0,128.293
0.9003,202,0,132.977
0.9102,202,0,137.921
0.9204,202,0,142.605
0.93,202,0,147.289
0.94,202,0,152.234
0.9502,202,0,156.918
0.9603,202,0,161.602
0.9703,202,0,166.546
0.9799,202,0,171.23
0.9899,202,0,175.915
0.9999,202,0,180.599
1.0098,202,0,185.283
1.0198,202,0,189.967
1.0298,202,0,194.911
1.04,202,0,199.595
1.0499,202,0,204.279
1.0598,202,0,208.964
1.0706,202,0,213.908
1.0798,202,0,218.332
1.0899,202,0,223.276
1.1001,202,0,227.96
1.1105,202,0,232.644
1.1203,202,0,237.328
1.1303,202,0,242.273
1.1404,202,0,246.957
1.15,202,0,251.641
1.1601,202,0,256.325
1.1704,202,0,261.27
1.1802,202,0,265.954
1.1903,202,0,270.898
1.2002,202,0,275.322
1.2104,202,0,280.006
1.2199,202,0,284.95
1.23,202,0,289.634
