Timestamp,PWM,Signal_995,Distance_mm
0.0001,255,0,0
0.0099,255,0,0
0.0197,255,0,0
0.0297,255,0,0
0.0397,255,0,0
0.0496,255,0,0.461
0.0597,255,0,1.338
0.0697,255,0,2.593
0.0797,255,0,4.188
0.0897,255,0,6.093
0.0998,255,0,8.277
0.1098,255,0,10.713
0.1197,255,0,13.379
0.1297,255,0,16.251
0.1397,255,0,19.311
0.1498,255,0,22.54
0.1597,255,0,25.922
0.1697,255,0,29.443
0.1798,255,0,33.09
0.1896,249,0,36.85
0.1999,225,0,40.713
0.2098,203,0,44.669
0.2196,184,0,48.709
0.2296,166,0,52.826
0.2397,153,0,57
0.2496,151,0,61.183
0.2697,158,0,65.336
0.2798,173,0,69.425
0.2897,193,0,73.425
0.2997,217,0,77.321
0.3097,240,0,81.118
0.3196,255,0,84.828
0.3297,255,0,88.469
0.3398,255,0,92.077
0.3499,255,0,95.689
0.3596,255,0,99.35
0.3697,252,0,103.097
0.3797,228,0,106.947
0.3896,206,0,110.891
0.3997,186,0,114.921
0.4097,169,0,119.028
0.4196,153,0,123.204
0.4297,139,0,127.439
0.4397,137,0,131.682
0.4498,145,0,135.894
0.4596,159,0,140.04
0.4697,180,0,144.098
0.4797,205,0,148.045
0.4896,234,0,151.868
0.4997,255,0,155.575
0.5097,255,0,159.191
0.5196,255,0,162.75
0.5297,255,0,166.295
0.5398,255,0,169.874
0.5497,255,0,173.534
0.5597,246,0,177.307
0.5697,222,0,181.181
0.5798,201,0,185.148
0.5897,182,0,189.197
0.5999,165,0,193.322
0.6097,149,0,197.515
0.6196,138,0,201.753
0.6297,139,0,205.989
0.6397,148,0,210.184
0.6497,164,0,214.31
0.6597,186,0,218.34
0.6697,213,0,222.257
0.6797,241,0,226.05
0.6897,255,0,229.733
0.6998,255,0,233.333
0.7098,255,0,236.886
0.7196,255,0,240.438
0.7297,255,0,244.036
0.7397,255,0,247.727
0.75,239,0,251.527
0.7596,217,0,255.426
0.7697,196,0,259.415
0.7796,177,0,263.485
0.7896,160,0,267.629
0.8001,145,0,271.838
0.8098,138,0,276.079
0.8197,141,0,280.308
0.8298,152,0,284.489
0.8398,170,0,288.591
0.8497,193,0,292.592
0.8597,220,0,296.475
0.8697,248,0,300.237
0.8796,255,0,303.896
0.8896,255,0,307.481
0.8998,255,0,311.032
0.9098,255,0,314.594
0.9196,255,0,318.214
0.9297,255,0,321.938
0.9397,233,0,325.767
0.9497,210,0,329.694
0.9597,190,0,333.707
0.9697,172,0,337.798
0.9796,156,0,341.961
0.9896,141,0,346.189
0.9999,137,0,350.435
1.0098,142,0,354.656
1.0196,156,0,358.819
1.0297,176,0,362.896
1.0398,200,0,366.867
1.0497,228,0,370.715
1.0597,255,0,374.444
1.0697,255,0,378.075
1.0797,255,0,381.642
1.0897,255,0,385.188
1.0997,255,0,388.757
1.1098,255,0,392.399
1.1196,239,0,396.155
1.1297,208,0,400.013
1.1398,179,0,403.966
1.1497,152,0,408.002
1.1597,127,0,412.116
1.1697,104,0,416.298
1.1796,89,0,420.514
1.1897,87,0,424.705
1.1999,97,0,428.82
1.2098,117,0,432.818
1.2196,145,0,436.665
1.2297,179,0,440.334
1.2397,216,0,443.814
1.2497,250,0,447.121
1.2597,255,0,450.287
1.2698,255,0,453.364
1.2796,255,0,456.41
1.2897,255,0,459.49
1.2999,252,0,462.666
1.3096,212,0,465.992
1.3197,173,0,469.462
1.3297,136,0,473.063
1.3398,102,0,476.781
1.3497,71,0,480.606
1.3598,43,0,484.522
1.3698,33,0,488.449
1.3797,40,0,492.314
1.3897,62,0,496.058
1.3999,95,0,499.629
1.4096,138,0,502.989
1.4197,188,0,506.106
1.4297,237,0,508.987
1.4397,255,0,511.665
1.4506,255,0,514.201
1.4597,255,0,516.667
1.4697,255,0,519.148
1.4796,255,0,521.732
1.4897,236,0,524.498
1.4999,185,0,527.462
1.5097,138,0,530.604
1.5197,95,0,533.908
1.5297,55,0,537.358
1.5396,18,0,540.941
1.5497,255,0,544.608
1.5597,0,0,548.261
1.5696,255,0,551.816
1.5797,37,0,555.204
1.5898,255,0,558.369
1.5998,140,0,561.265
1.6097,255,0,564.346
1.6197,154,0,567.134
1.6298,255,0,570.117
1.6397,149,0,572.883
1.6497,255,0,575.847
1.6598,99,0,578.781
1.6696,255,0,581.897
1.6796,50,0,584.995
1.6897,255,0,588.258
1.7003,10,0,591.48
1.7096,255,0,594.856
1.7197,0,0,598.089
1.7297,255,0,601.476
1.7398,2,0,604.63
1.7497,255,0,607.945
1.7597,22,0,610.962
1.7698,255,0,614.153
1.7796,41,0,617.04
1.7897,255,0,620.114
1.7998,54,0,622.898
1.8096,255,0,625.878
1.8197,55,0,628.614
1.8297,255,0,631.55
1.8398,46,0,634.281
1.85,255,0,637.213
1.8597,32,0,639.963
1.8697,255,0,642.912
1.8797,17,0,645.68
1.8897,255,0,648.645
1.8999,7,0,651.411
1.9097,255,0,654.375
1.9197,3,0,657.114
1.9297,255,0,660.053
1.9399,4,0,662.743
1.9498,255,0,665.638
1.9597,8,0,668.27
1.9697,255,0,671.112
1.9796,11,0,673.689
1.9896,255,0,676.481
1.9998,11,0,679.015
2.0097,255,0,681.768
2.0197,8,0,684.274
2.0297,255,0,687.002
2.0398,3,0,689.49
2.0497,255,0,692.202
2.0597,0,0,694.676
2.0697,255,0,697.375
2.0796,0,0,699.832
2.0897,255,0,702.515
2.0998,0,0,704.949
2.1098,255,0,707.611
2.1196,0,0,710.021
2.1298,255,0,712.661
2.1398,0,0,715.05
2.1503,255,0,717.673
2.1598,0,0,720.046
2.1698,255,0,722.653
2.1796,0,0,725.013
2.1897,255,0,727.609
2.1998,0,0,729.957
2.2098,255,0,732.543
2.2197,0,0,734.883
2.2297,255,0,737.46
2.2398,0,0,739.793
2.25,255,0,742.364
2.2597,0,0,744.69
2.2697,255,0,747.256
2.2796,0,0,749.577
2.2897,255,0,752.138
2.3,0,0,754.455
2.3096,255,0,757.013
2.3196,0,0,759.327
2.3297,255,0,761.882
2.3398,0,0,764.193
2.3497,255,0,766.745
2.3597,0,0,769.054
2.3697,255,0,771.604
2.3796,0,0,773.912
2.3897,255,0,776.46
2.3998,0,0,778.766
2.4097,255,0,781.313
2.4197,0,0,783.618
2.4298,255,0,786.164
2.4398,0,0,788.467
2.4497,255,0,791.012
2.4597,0,0,793.315
2.4698,255,0,795.86
2.4797,0,0,798.162
2.4897,255,0,800.706
2.5001,0,0,803.007
2.5097,255,0,805.551
2.5197,0,0,807.852
2.5297,255,0,810.395
2.5397,0,0,812.696
2.5497,255,0,815.238
2.5597,0,0,817.539
2.5696,255,0,820.081
2.5797,0,0,822.381
2.5897,255,0,824.923
2.5999,0,0,827.224
2.6096,255,0,829.765
2.6197,0,0,832.065
2.6298,255,0,834.607
2.6396,0,0,836.907
2.6498,255,0,839.448
2.6598,0,0,841.748
2.6696,255,0,844.29
2.6797,255,0,846.589
2.6898,0,0,849.131
2.7,255,0,851.43
2.7097,255,0,853.972
2.7197,0,0,856.271
2.7298,255,0,858.812
2.7396,255,0,861.572
2.7498,0,0,864.07
2.7597,255,0,866.79
2.7696,255,0,869.712
2.7797,0,0,872.356
2.7897,255,0,875.209
2.7998,0,0,878.251
2.8097,255,0,881.004
2.8197,0,0,883.955
2.8298,255,0,887.086
2.8396,0,0,889.919
2.8498,255,0,892.943
2.8598,0,0,895.68
2.8696,255,0,898.616
2.8796,0,0,901.273
2.8897,255,0,904.138
2.9001,0,0,906.731
2.9097,255,0,909.537
2.9197,0,0,912.076
2.9297,255,0,914.834
2.9396,0,0,917.329
2.9497,255,0,920.048
2.9598,0,0,922.508
2.9698,255,0,925.195
2.9797,0,0,927.626
2.9897,255,0,930.286
2.9998,0,0,932.693
3.0097,255,0,935.331
3.0197,0,0,937.719
3.0298,255,0,940.34
3.0398,0,0,942.711
3.0497,255,0,945.318
3.0597,0,0,947.676
3.0698,243,0,950.27
3.0797,0,0,952.618
3.0897,170,0,955.203
3.0998,0,0,957.542
3.1096,96,0,960.119
3.1197,0,0,962.45
3.1297,28,0,964.999
3.1398,0,0,967.305
3.1497,0,0,969.699
3.1597,0,0,971.865
3.1698,0,0,973.998
3.1796,0,0,975.929
3.1897,0,0,977.726
3.2,0,0,979.352
3.2098,0,0,980.823
3.2197,0,0,982.155
