Timestamp,PWM,Signal_995,Distance_mm
0.0001,255,0,0
0.0098,255,0,0
0.0298,255,0,0
0.0398,255,0,0.461
0.0497,255,0,1.338
0.0598,255,0,2.593
0.0698,255,0,4.188
0.0798,255,0,6.093
0.0898,255,0,8.277
0.0998,255,0,10.713
0.1098,255,0,13.379
0.1197,255,0,16.251
0.1297,255,0,19.311
0.1398,255,0,22.54
0.1499,255,0,25.922
0.1598,255,0,29.443
0.1798,255,0,33.09
0.1897,249,0,36.85
0.2099,225,0,40.713
0.2199,203,0,44.669
0.2297,184,0,48.709
0.2398,166,0,52.826
0.2498,151,0,57.011
0.2597,136,0,61.258
0.2697,126,0,65.551
0.2898,126,0,69.842
0.2997,136,0,74.092
0.3198,152,0,78.269
0.3299,175,0,82.349
0.3398,202,0,86.313
0.3498,232,0,90.145
0.3598,255,0,93.841
0.3696,255,0,97.412
0.3797,255,0,100.889
0.3898,255,0,104.31
0.4098,255,0,107.722
0.4198,255,0,111.173
0.4298,255,0,114.716
0.4397,255,0,118.381
0.4497,245,0,122.159
0.4597,221,0,126.038
0.4698,200,0,130.008
0.4796,181,0,134.061
0.4897,164,0,138.189
0.5097,148,0,142.384
0.5197,134,0,146.641
0.5298,125,0,150.936
0.5399,128,0,155.221
0.5497,138,0,159.459
0.5597,156,0,163.621
0.5698,179,0,167.684
0.5898,206,0,171.626
0.5998,237,0,175.436
0.6099,255,0,179.109
0.6197,255,0,182.664
0.6298,255,0,186.13
0.6398,255,0,189.548
0.6498,255,0,192.963
0.6597,255,0,196.426
0.6798,255,0,199.988
0.6898,255,0,203.671
0.7098,241,0,207.464
0.7198,218,0,211.357
0.7297,197,0,215.34
0.7398,178,0,219.404
0.7498,161,0,223.543
0.7598,146,0,227.748
0.7697,132,0,232.014
0.7798,125,0,236.309
0.7997,129,0,240.589
0.8098,141,0,244.817
0.8299,159,0,248.965
0.8398,183,0,253.009
0.8599,211,0,256.932
0.8798,242,0,260.72
0.8899,255,0,264.373
0.8999,255,0,267.911
0.9097,255,0,271.368
