Timestamp,PWM,Signal_995,Distance_mm
0.0001,0,0,0
0.0101,0,0,0
0.0199,0,0,0
0.0299,0,0,0
0.04,0,0,0
0.05,0,0,0
0.06,0,0,0
0.07,0,0,0
0.08,0,0,0
0.4663,255,0,0
0.4762,255,0,0
0.4861,255,0,0
0.4961,255,0,0.461
0.5062,255,0,1.338
0.516,255,0,2.593
0.5261,255,0,4.188
0.5361,255,0,6.093
0.5462,255,0,8.277
0.5561,255,0,10.713
0.5661,255,0,13.379
0.5763,255,0,16.251
0.5862,255,0,19.311
0.5961,255,0,22.54
0.6061,255,0,25.922
0.6162,255,0,29.443
0.626,255,0,33.09
0.6363,249,0,36.85
0.6462,225,0,40.713
0.656,203,0,44.669
0.6661,184,0,48.709
0.6864,166,0,52.826
0.6961,153,0,57
0.7061,151,0,61.183
0.7162,158,0,65.336
0.7261,173,0,69.425
0.7363,193,0,73.425
0.7462,212,0,77.344
0.7562,234,0,81.167
0.766,255,0,84.898
0.7761,255,0,88.56
0.7862,255,0,92.186
0.7961,255,0,95.816
0.8061,255,0,99.483
0.8162,253,0,103.224
0.8262,229,0,107.069
0.836,207,0,111.009
0.8461,187,0,115.035
0.8562,169,0,119.138
0.866,153,0,123.311
0.8761,140,0,127.545
0.8861,137,0,131.789
0.8962,144,0,136.003
0.9061,159,0,140.153
0.9161,179,0,144.214
0.9262,205,0,148.165
0.9362,233,0,151.993
0.9461,255,0,155.704
0.9562,255,0,159.322
0.966,255,0,162.883
0.9761,255,0,166.429
0.9862,255,0,170.007
0.9962,255,0,173.666
1.0061,246,0,177.437
1.0161,223,0,181.31
1.0262,201,0,185.275
1.0361,182,0,189.323
1.0461,165,0,193.446
1.0562,149,0,197.638
1.0662,139,0,201.875
1.0761,139,0,206.112
1.0861,148,0,210.309
1.0962,164,0,214.435
1.1061,186,0,218.466
1.1161,212,0,222.383
1.1261,241,0,226.179
1.1363,255,0,229.864
1.1461,255,0,233.466
1.1562,255,0,237.021
1.1662,255,0,240.574
1.176,255,0,244.172
1.1863,255,0,247.863
1.1962,239,0,251.663
1.2062,217,0,255.562
1.2161,196,0,259.55
1.2261,177,0,263.62
1.2364,160,0,267.763
1.2461,145,0,271.973
1.2562,138,0,276.213
1.2662,141,0,280.442
1.2762,152,0,284.623
1.2861,170,0,288.725
1.2962,193,0,292.726
1.3062,220,0,296.608
1.3161,248,0,300.37
1.3261,255,0,304.029
1.3362,255,0,307.614
1.3461,255,0,311.165
