Timestamp,PWM,Signal_995,Distance_mm
0.0001,255,0,0
0.0098,255,0,0
0.0199,255,0,0
0.0297,255,0,0
0.0398,255,0,0.461
0.0499,255,0,1.338
0.0596,255,0,2.593
0.0697,255,0,4.188
0.0797,255,0,6.093
0.0898,255,0,8.277
0.1198,255,0,10.713
0.1297,255,0,13.379
0.1397,255,0,16.251
0.1499,255,0,19.311
0.1599,255,0,22.54
0.1697,255,0,25.922
0.1799,255,0,29.443
0.1898,255,0,33.09
0.1997,249,0,36.85
0.2097,225,0,40.713
0.2198,203,0,44.669
0.2299,184,0,48.709
0.2398,166,0,52.826
0.2498,151,0,57.011
0.2598,139,0,61.247
0.2697,138,0,65.487
0.2797,146,0,69.691
0.2898,162,0,73.826
0.2998,184,0,77.868
0.3098,209,0,81.798
0.3198,238,0,85.605
0.3299,255,0,89.299
0.3397,255,0,92.905
0.3498,255,0,96.461
0.3598,255,0,100.01
0.3697,255,0,103.6
0.38,255,0,107.278
0.3898,242,0,111.066
0.3997,219,0,114.954
0.4097,198,0,118.933
0.4198,179,0,122.994
0.4299,162,0,127.129
0.4397,147,0,131.332
0.4498,138,0,135.571
0.4598,140,0,139.803
0.4697,150,0,143.989
0.4798,168,0,148.101
0.4898,190,0,152.114
0.4998,217,0,156.01
0.5097,245,0,159.785
0.5198,255,0,163.454
0.5298,255,0,167.044
0.5397,255,0,170.597
0.5498,255,0,174.154
0.5598,255,0,177.765
0.5699,255,0,181.475
0.5797,235,0,185.292
0.5897,213,0,189.207
0.5999,193,0,193.209
0.6097,174,0,197.292
0.6197,158,0,201.446
0.6299,143,0,205.666
0.6396,137,0,209.909
0.6499,142,0,214.133
0.6598,154,0,218.303
0.6699,173,0,222.391
0.6798,197,0,226.375
0.6898,225,0,230.239
0.6999,253,0,233.982
0.7098,255,0,237.625
0.7198,255,0,241.2
0.7298,255,0,244.748
0.7397,255,0,248.313
0.7498,255,0,251.946
0.7598,252,0,255.69
0.7697,228,0,259.538
0.7797,207,0,263.481
0.7899,187,0,267.509
